Product Name,Units Reimbursed,Number of Prescriptions,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
Firmagon 8,70.0,66.0,11756.7,8823.42
ALBENZA (A,201.0,66.0,47404.149999999994,0.0
ZOO FRIEND,1980.0,66.0,111.48,0.0
ULTANE,3215.0,66.0,1718.7,930.06
MACROBID 1,721.0,66.0,3093.66,3.0
LUNESTA 3M,1944.0,66.0,25126.18,1206.13
PEPTAMEN J,10400.0,66.0,1944.0,0.0
Cefoxitin,80.5,66.0,214.73,0.0
VUSION OIN,3650.0,66.0,41878.850000000006,422.96
COAGADEX C,280706.0,66.0,2155468.89,0.0
Nalocet 2.,3292.0,66.0,39682.48,0.0
AMPHADASE,78.0,66.0,2024.42,45.66
COZAAR 25M,2806.0,66.0,6379.82,371.64
ALTRENO,2970.0,66.0,7242.54,0.0
AKYNZEO IV,66.0,66.0,25166.25,320.45
Aplenzin 3,2190.0,66.0,139880.56,0.0
ARIKAYCE,66.001,66.0,750809.26,11370.33
ORFADIN 4,8211.0,66.0,1668946.58,0.0
NATACYN EY,990.0,66.0,21084.21,28.6
ASPIRIN ER,4630.0,66.0,13726.630000000001,3.9
FLEET MINE,15278.0,65.0,228.60000000000002,0.0
SANCUSO  G,143.0,65.0,77824.8,0.0
"CARBIDOPA,",8012.0,65.0,13905.17,991.75
NUVIGIL TA,1998.0,65.0,55114.35,30.0
TREANDA (b,271.03999999999996,65.0,156057.33,32470.14
"NUWIQ 2,50",1793230.0,65.0,2325797.03,30.0
PANOXYL-4,11222.9,65.0,450.38,0.0
LORZONE,4783.0,65.0,44748.600000000006,4.5
BACLOFEN 4,1948.0,65.0,61709.22,10366.27
FIORICET 5,4850.0,65.0,23332.489999999998,133.62
Inlyta (ax,3370.0,65.0,880402.01,3.0
APLISOL,6.5,65.0,552.42,154.12
Cardizem L,2396.0,65.0,8670.88,8.0
ARIMIDEX 1,2520.0,64.0,96334.29999999999,20.85
BAXDELA 45,1635.0,64.0,106905.93,6.9
Systane Ge,760.0,64.0,847.39,58.81
My Way  Ta,74.0,64.0,2000.21,0.0
ALPROLIX 3,542252.0,64.0,1927214.26,34871.69
Colcrys 0.,2672.0,64.0,11364.57,0.0
HM ADVANCE,21318.0,64.0,573.68,0.0
BUPRENEX 0,424.00199999999995,64.0,7134.469999999999,76.76
CYCLOSET,5362.0,64.0,21887.92,1041.26
TC99M SEST,102.0,64.0,5659.5,10991.68
"FUSILEV, 5",375.0,64.0,6672.03,1163.13
RENAL,2808.0,64.0,937.93,0.0
FORMULA EM,8330.0,64.0,265.86,0.0
PHENASEPTI,11629.0,64.0,417.71,0.0
ADHESIVE T,114.0,64.0,229.92,0.0
NORTHERA 2,7155.0,64.0,433102.35,5433.02
PREDNICARB,3525.0,64.0,3894.08,281.71000000000004
ZIAGEN 20,34068.0,64.0,21466.63,0.0
TAXOTERE,194.325,64.0,8812.36,2060.43
TYKERB TAB,7478.0,64.0,373374.3,7.8
ALCAINE,137.0,64.0,886.61,0.0
OGESTREL T,2128.0,64.0,2653.99,3.64
Tetrabenaz,3922.0,64.0,184190.39,249.60000000000002
Eraxis (An,163.0,64.0,26299.960000000003,0.0
LEVULAN,76.0,64.0,17627.22,12180.26
MERREM IV,93.6,63.0,3129.39,71.38
LENVIMA 24,360.0,63.0,1132072.03,48.0
BRYHALI,5300.0,63.0,21618.11,0.0
HYDROCO/AP,96.0,63.0,433.47,0.0
QC NON-ASP,4340.0,63.0,222.23,10.350000000000001
Tecentriq,795.7139999999999,63.0,331818.4,136229.9
ARTHRICREA,5355.0,63.0,431.89,1.0
Onglyza 5,1944.0,63.0,27032.28,51.0
CENTRATEX,2009.0,62.0,1015.26,26.24
LENVIMA 14,462.0,62.0,1116832.93,9.65
SIRTURO 10,1708.0,62.0,271570.61,18.65
ALLERGY CO,1999.0,62.0,929.3199999999999,0.0
CLEOCIN T,3870.0,62.0,7768.93,0.0
RITALIN 5,4431.0,62.0,2880.44,48.14
TIBSOVO 25,3656.0,62.0,1595154.82,3.65
SAVAYSA,2040.0,62.0,25548.88,0.0
Fyavolv Ta,1876.0,62.0,3147.99,21.0
ROBAXIN,641.0,62.0,4757.32,13.59
CARDURA XL,2302.0,62.0,13022.98,146.98000000000002
Propafenon,4286.0,62.0,9336.98,0.0
EDARBI 40,2685.0,62.0,16156.81,1078.06
TUSSIN 400,2387.0,62.0,218.37,0.0
ORACEA 40,1875.0,62.0,37027.13,5963.67
CALPHRON,9110.0,62.0,1130.67,0.0
MOTOFEN 1-,5545.0,62.0,35748.35,1962.6599999999999
STERILE PA,5200.0,62.0,1094.3600000000001,0.0
ADAKVEO VI,2582.05,62.0,703412.37,0.0
GS MILK OF,24963.0,62.0,398.55,113.15
COZIMA 24%,7684.0,62.0,2390.82,0.0
I-CAPS,2492.0,62.0,2396.5699999999997,0.0
ENFAMIL NE,214170.0,62.0,11425.0,0.0
WILATE 500,406965.0,61.0,407486.66000000003,15.6
NESACAINE,1831.0,61.0,1291.58,0.0
FEOSOL,2512.0,61.0,323.02,0.0
TUSSIN 100,13853.0,61.0,496.11,1.0
OXAYDO 5MG,4669.0,61.0,37196.06,28.3
SUTENT 25,1600.0,61.0,583105.21,0.0
Fulvestran,940.0,61.0,88511.1,18406.39
LDR LAXATI,3400.0,61.0,564.39,1.0
OXYTOCIN I,123.0,61.0,343.35999999999996,0.0
KANUMA 20,3041.5,61.0,2500659.6,0.0
Gammaplex,32101.0,61.0,554947.4199999999,105.3
ILUVIEN 0.,62.997,61.0,338860.72,127310.8
VONVENDI 1,952909.0,61.0,1989206.75,0.0
CLINDAGEL,4530.0,61.0,105424.09,0.0
Letairis 5,1725.0,61.0,561034.75,20681.04
GS ESOMEPR,2614.0,61.0,622.21,0.0
KHAPZORY 3,50.303999999999995,61.0,39704.5,19025.2
NUWIQ,1241655.0,61.0,1271179.06,164918.6
Arcapta Ne,2070.0,61.0,17618.57,0.0
LEUPROLIDE,110.92,61.0,32304.68,21.74
KETAMINE 2,176.0,61.0,1121.21,39.7
CHANTIX CO,3416.0,61.0,26285.58,0.0
OMEGA3 ACI,6540.0,60.0,1922.21,3.0
ZEJULA,3669.0,60.0,819572.48,7.8
XYOSTED,125.0,60.0,29990.05,0.0
WAKIX 4.45,872.0,60.0,79514.29000000001,3588.19
Oxaydo 7.5,5477.0,60.0,63213.590000000004,2640.06
GAS-X ULTR,3683.0,60.0,683.35,10.95
CHENODAL 2,5760.0,60.0,2585134.52,70679.4
SANI-SUPP,107.5,60.0,182.13,0.0
ALOCRIL 2%,305.0,60.0,10753.63,178.18
FLEXIBLE B,1920.0,60.0,140.48,0.0
DOCUSOL,1975.0,60.0,4281.96,25.68
INVIRASE 5,6632.0,60.0,66879.99,992.12
DESFERAL M,317.0,60.0,7265.71,0.0
ANASPAZ 0.,1950.0,60.0,603.78,15.0
LOVAZA CAP,7228.0,60.0,17791.15,0.0
"NUWIQ 1,00",895861.0,60.0,1159538.9100000001,82985.82
TRIVIT/FLU,3000.0,60.0,1115.8,0.0
LDR MCS RL,1754.0,60.0,731.64,0.0
SPS 30 GM/,14410.0,60.0,4997.9,8.3
PRECEDEX D,185.0,60.0,565.67,0.0
LOTRONEX 0,3330.0,60.0,117599.67,19.5
TEMSIROLIM,56.72,60.0,57168.02,2291.19
ALLERGY 25,2329.0,60.0,88.12,2.12
12 HOUR DE,1534.0,60.0,298.39,1.0
TRILIPIX D,2322.0,60.0,18035.64,241.25
TRUVADA 13,1918.0,60.0,116242.8,1.0
LIPITOR 80,1708.0,60.0,25698.559999999998,13.530000000000001
Oscimin SR,3707.0,59.0,2031.2,103.48
FANAPT 10,2966.0,59.0,119042.53,0.0
JADENU 90,3945.0,59.0,157396.57,0.0
SUPRANE 24,8741.3,59.0,2990.5,1.9
PINDOLOL,3441.0,59.0,2139.38,9.0
KELNOR  TM,3341.128,59.0,2008.02,0.0
GEMZAR 1 G,59.0,59.0,3908.5,1206.71
RECOMBINAT,1719256.0,59.0,2041197.3299999998,142134.53
Ropivacain,1098.8,59.0,1091.35,8763.39
EX-LAX MAX,2984.0,59.0,710.27,6.0
"ROBAXIN 1,",546.0,59.0,343.94,0.0
Entacapone,6750.0,58.0,3567.63,0.0
Prenaissan,1740.0,58.0,2857.86,0.0
WERA 0.5/0,2296.0,58.0,1263.92,0.0
VYTORIN,1740.0,58.0,19512.739999999998,0.0
EVAMIST,531.0,58.0,8232.060000000001,0.0
LDR ATHLET,1380.0,58.0,510.68,1.0
ZENATANE C,2910.0,58.0,10632.57,0.0
STRENSIQ,900.5999999999999,58.0,6164628.15,423446.66
Enstilar A,4020.0,58.0,70427.7,1002.79
THALOMID 5,1715.0,58.0,290085.7,6.0
DIPENTUM 2,6864.0,58.0,85239.18,3354.34
VITAMIN B6,2131.0,58.0,511.68,25.55
OSPHENA,2010.0,58.0,15058.46,0.0
ALLERGY D-,1847.0,58.0,1212.49,12.65
PETROLEUM,17763.5,58.0,391.34,9.0
GNP Tussin,9515.0,58.0,334.82,0.5
Mucus D (G,1250.0,58.0,285.12,6.61
Lactulose,54356.0,58.0,1096.8,20.32
TUMS PEPPE,4725.0,57.0,251.38,0.0
CISplatin,14386.0,57.0,1318.13,204.92
RUCONEST 2,720.0,57.0,4152490.33,7.8
TREMFYA  G,56.01,57.0,606088.47,0.0
AMZEEQ 4%,1710.0,57.0,26125.68,451.12
ANGIOMAX 2,2052.168,57.0,49557.83,40802.979999999996
VITRAKVI 2,8720.0,57.0,1056292.67,41367.53
VIRACEPT 6,6315.0,57.0,61580.74,18.3
IMIPENEM A,1454.0,57.0,39821.909999999996,0.0
LUCEMYRA,6735.0,57.0,139305.15000000002,0.0
ZETIA,1645.0,57.0,17346.92,0.0
ZEPATIER 5,1596.0,57.0,409384.07,7435.28
BALSAM PER,3420.0,57.0,1961.92,31.4
DEXEDRINE,4080.0,57.0,79601.02,6.0
ENTRIC COA,1728.0,57.0,40.89,0.0
TIVICAY 10,2130.0,57.0,19697.14,6182.4
HM ANTISEP,15520.0,56.0,426.03999999999996,4.65
PICATO 0.0,148.94,56.0,62256.03,10.55
EMEND 40MG,58.125,56.0,5688.4400000000005,121.83
VERZENIO 5,3528.0,56.0,703407.73,0.0
NUWIQ 250,204830.0,56.0,160694.47,96297.71
SM CALAMIN,9753.0,56.0,133.03,2.81
OXYTROL FO,494.0,56.0,1452.39,0.0
TRIBENZOR,1709.0,56.0,18246.579999999998,9.0
IMATINIB 4,1785.0,56.0,288497.41,0.0
XERMELO 25,4662.0,56.0,364218.79,7.3
GELNIQUE,2100.0,56.0,23010.1,4357.45
XYNTHA 300,1918687.5780000002,56.0,2290438.3,102070.67
MEDROL,2322.0,56.0,3563.21,0.0
INLYTA  AX,2998.0,56.0,766181.34,0.0
TEKTURNA 3,1741.0,56.0,14576.43,240.69
SALINE NOS,2515.0,56.0,70.85,0.0
PROPYLENE,383.262,56.0,807.5,10.54
ERIVEDGE,1489.0,56.0,603899.29,0.0
TRIAN/HTZ,1785.0,56.0,752.92,44.9
Thrivite 1,1710.0,56.0,938.97,0.0
Crysvita 3,110.132,56.0,1118497.76,31415.92
PFIZERPEN-,223.072,56.0,3307.15,13.89
OTREXUP ME,92.80000000000001,56.0,37341.96,17.7
NAROPIN 1%,1980.7,56.0,7162.71,0.0
AVEED,153.052,56.0,60862.26,1685.2
FLORIVA 1,1680.0,56.0,9805.04,0.0
PHOSPHO-TR,3407.0,56.0,1031.91,9.0
TAXOTERE 8,290.65,55.0,2813.25,12153.82
VALTREX,2360.0,55.0,38984.07,0.0
MAXALT 10M,698.0,55.0,23258.879999999997,367.67
AMETHIA LO,5005.0,55.0,3537.9300000000003,33.43
FLOMAX(TAM,409.0,55.0,2359.9,0.0
ATIVAN INJ,60.0,55.0,305.96000000000004,0.0
RHOFADE 1%,1740.0,55.0,27303.03,13.3
LOVENOX 12,513.658,55.0,41391.35,27534.72
ZUPLENZ,1926.0,55.0,68217.65,0.0
GABITRIL,5388.0,55.0,46329.28,5280.5599999999995
EFUDEX,2200.0,55.0,3797.48,0.0
XIAFLEX,68.709,55.0,245957.46000000002,0.0
TRINESSA 6,2266.726,54.0,2395.39,0.0
XIAFLEX (c,72.151,54.0,320208.27,3438.39
Poly Hist,1044.0,54.0,881.9,120.0
LEENA TABL,2204.846,54.0,3848.6099999999997,0.0
SEROSTIM,1470.0,54.0,785265.1799999999,0.0
Acarbose 1,4680.0,54.0,1261.3600000000001,0.0
Gammaked 1,30910.0,54.0,269414.57,5020.44
CELEBREX 1,3012.0,54.0,19029.48,13.8
BANDAGES S,4880.0,54.0,182.28,0.0
PRIFTIN,1222.0,54.0,4761.280000000001,21.0
PALYNZIQ,1806.0,54.0,919611.94,3.0
IRON 45 MG,2247.0,54.0,376.74,10.95
"BENEFIX 2,",811153.0,54.0,1117904.18,76647.78
BIJUVA1MG/,1890.0,54.0,13392.310000000001,134.87
FENTANYL P,505.0,54.0,4196.530000000001,2.0
Bromocript,2943.0,54.0,13458.27,553.14
CENTAMIN L,15932.0,53.0,607.2,88.97
TETRAHYDRO,825.0,53.0,105.05,0.5
Humulin R,1200.0,53.0,113235.2,0.0
CYTOMEL 50,2072.0,53.0,7493.84,57.0
ERY,3240.0,53.0,3120.79,0.0
FISH OIL O,3236.0,53.0,252.69,0.0
RADICAVA,32073.33,53.0,173518.61,11389.06
MIGLITOL 5,3876.0,53.0,6318.24,10.0
ISOSULFAN,187.2,53.0,35804.62,282.22
Seroquel 1,2672.0,53.0,17017.16,0.0
Phenelzine,6750.0,53.0,3927.0499999999997,0.0
PEGANONE 2,10498.0,53.0,25680.47,1911.58
Seroquel 5,3140.0,53.0,18290.03,2090.98
AUBRA  LEV,4344.564,53.0,4605.23,0.0
SINUS NASA,1665.0,53.0,219.81,5.0
RESTORA RX,1620.0,53.0,2260.8,27.0
CEFACLOR C,1444.0,52.0,2145.02,0.0
MIRVASO,3870.0,52.0,63300.69,0.0
Dapsone Ta,1542.0,52.0,2198.45,0.0
ONEXTON,2600.0,52.0,29474.399999999998,0.0
Good Sense,1156.0,52.0,557.48,0.0
VIREAD 150,2244.0,52.0,83484.7,20.0
HydrALAZIN,65.0,52.0,126.07999999999998,3.0
BENEFIX RT,2039370.0,52.0,2614132.34,351214.26
Viokace 20,9805.0,52.0,43231.96000000001,11064.369999999999
OTOVEL,609.0,52.0,8169.62,1089.11
OXYTOCIN,116.0,52.0,279.6,0.0
NORET-ESTR,2044.0,52.0,3043.44,0.0
BISA-LAX 5,2269.0,52.0,352.11,3.65
PAXIL 20 M,2310.0,52.0,13975.46,398.01
Osphena (o,1960.0,52.0,14245.09,16.0
Synera Pat,56.0,52.0,47.6,0.0
MVI ADULT,2816.0,52.0,27193.08,0.0
SELENIUM,451.49,52.0,6075.4,0.0
SORILUX,3780.0,52.0,50170.93,0.0
ELCYS,4050.0,52.0,30690.32,0.0
M-HIST PD,1620.0,52.0,1620.36,0.0
JIVI 2000I,761500.0,52.0,1097522.25,33472.6
QTERN TAB,1645.0,51.0,25876.519999999997,1077.35
Flurbiprof,150.0,51.0,1224.1,0.0
ESBRIET,11319.0,51.0,418801.27,0.0
ZTHROMAX,1158.0,51.0,885.7,238.27
ZAVESCA 10,6150.0,51.0,1523536.48,314745.33
HEADACHE R,3555.0,51.0,398.65,0.0
ROXICODONE,8028.0,51.0,70923.15,13.95
ZONALON 5%,3780.0,51.0,52900.75,3.9
Gattex - 3,1530.0,51.0,1882196.9299999997,112197.8
FOLIVANE-P,1562.0,51.0,789.01,2.0
YASMIN,2380.0,51.0,10821.27,0.0
Premier Cy,2980.4139999999998,51.0,8297.8,1210.75
ME-NAPHOS-,2069.0,51.0,4831.2,370.19
FANAPT 2 M,2590.0,51.0,52612.67,1601.52
ANTACID FA,11741.32,51.0,474.68,0.0
DEMEROL (M,115.325,51.0,258.13,0.0
SALEX 6% S,9027.0,51.0,13606.789999999999,0.0
AUBRA,1797.0,51.0,1055.82,0.0
ZIRGAN (ga,255.0,51.0,21212.98,0.0
BABY AYR S,1574.0,51.0,128.43,0.0
ICLUSIG,2460.0,51.0,1346451.42,0.0
AYR,2402.0,50.0,343.33,1.5
ORFADIN 20,3330.0,50.0,2697410.8,398031.81
Erivedge 1,1316.0,50.0,517172.4199999999,13836.28
Rasuvo 25,112.0,50.0,26596.590000000004,832.48
WILATE,1403200.0,50.0,1342833.81,0.0
WARFARIN T,79.0,50.0,463.06,5.0
ENTOCORT E,3122.0,50.0,67540.67,1768.93
RINGER'S I,58000.0,50.0,0.0,4.72
THERA-GESI,7153.0,50.0,530.05,0.0
AMBIEN 5MG,1300.0,50.0,23161.379999999997,29.3
LYSODREN 5,12722.0,50.0,113014.11,7.3
ACANYA,2500.0,50.0,24936.52,440.61
DIBUCAINE,1264.0,50.0,331.97,10.0
NAMZARIC 7,1418.0,50.0,20006.83,1032.65
Chlordiaze,3890.0,50.0,14389.28,123.78
VIVELLE DO,520.0,50.0,7652.93,0.0
VITRASE 20,39.78,50.0,10760.84,100.0
PIQRAY TAB,2468.0,50.0,665063.28,14.0
Cough Reli,5767.0,50.0,374.75,0.0
ERY-TAB DR,3108.0,50.0,15571.130000000001,3766.14
MECLOFENAM,2138.0,50.0,9245.83,0.0
CLINDACIN,3090.0,50.0,4898.41,18.43
Kazano 12.,2814.0,49.0,18504.96,0.0
ALAWAY (ke,540.0,49.0,464.43,0.0
HYPERTET S,49.0,49.0,13611.619999999999,698.96
FUSION SPR,1922.0,49.0,2056.75,0.0
THYROGEN 0,68.636,49.0,114474.43999999999,2722.6099999999997
GAS-X CHEW,2639.0,49.0,490.09,0.0
CALCIUM PO,3134.0,49.0,284.93,0.0
CHEMET 100,3068.0,49.0,55643.54,980.07
GEODON 60,2660.0,49.0,50278.600000000006,10.38
Iclusig (p,118.0,49.0,0.0,0.0
BENEFIBER,2804.0,49.0,901.09,10.95
FERIVA 21-,1430.0,49.0,30588.86,9.0
NOVAPLUS,1912.0,49.0,220.62,0.0
XALKORI 20,2619.0,49.0,734584.4500000001,23.6
Gvoke PFS,21.6,49.0,24577.33,3408.65
TUSNEL-EX,7552.0,49.0,570.0,0.5
APAP 160MG,7820.0,49.0,198.05,0.0
RINVOQ ER,1470.0,49.0,238586.8,0.0
CYKLOKAPRO,158.0,49.0,2910.36,0.0
PERCOCET,6134.0,49.0,142735.86,0.0
AVANDIA TA,2190.0,49.0,12150.09,846.43
docusate s,2530.0,49.0,91.09,0.0
DDAVP 0.01,830.0,49.0,63916.51,13116.64
IMITREX ST,156.0,49.0,63519.97,0.0
TEGRETOL S,41710.0,49.0,10985.45,0.0
ZONEGRAN 1,6760.0,48.0,106336.8,0.0
BREVITAL S,46.8,48.0,1378.45,243.31
GNP GLYCER,1436.65,48.0,800.25,0.0
HYDORCORTI,1531.05,48.0,190.16,0.0
TICE BCG 5,95.36,48.0,6368.91,876.3900000000001
Oxacillin,469.0,48.0,17130.25,0.0
ASPIRIN RE,3192.0,48.0,326.3,0.0
Oscimin Su,2125.0,48.0,640.19,40.31
CORTISONE,2202.0,48.0,5224.76,62.16
GVOKE 0.5,12.1,48.0,32301.04,422.83
DIPHYNHYDR,2815.0,48.0,154.6,6.0
SAIZEN-SAI,295.0,48.0,296725.83,0.0
INVELTYS,176.4,48.0,16519.45,11.7
MYOBLOC,98.6,48.0,34507.42,8765.84
LORBRENA 2,3342.0,48.0,608917.0700000001,10185.98
SEA-OMEGA,2603.0,48.0,136.11,23.17
SOMAVERT 1,1088.0,48.0,296319.42,0.0
INTRON A H,192.73399999999998,48.0,34635.4,433.35
NYSTAT-TRI,1665.0,48.0,1075.31,0.0
Amicar Ora,12252.0,48.0,133525.65000000002,7767.39
CEPROTIN -,1286856.0,48.0,1949690.02,0.0
ORFADIN 10,3540.0,48.0,1532383.13,0.0
CALCIDOL,2694.5,48.0,2393.9,2.0
OXERVATE,462.0,48.0,804972.1,0.0
Terconazol,142.0,47.0,4570.47,0.0
BESPONSA 0,49.998,47.0,820401.61,13283.98
GAVISCON A,5322.0,47.0,735.11,0.0
GNP Cetiri,6269.0,47.0,404.65,1.5
ERWINAZE,105.5,47.0,305977.88,0.0
ZERBAXA,820.5,47.0,103499.22,0.0
Sodium Sul,21338.0,47.0,4646.1,0.0
TYKERB,5632.0,47.0,307935.14,0.0
ARANESP AL,32.085,47.0,17383.48,34993.409999999996
LOTEMAX  L,245.0,47.0,11171.45,669.33
MESTINON,17171.0,47.0,43925.28,3668.87
QTERN 10 M,1450.0,47.0,23992.12,42.0
LORCET PLU,2937.0,47.0,574.43,0.0
INDOCIN,7588.0,47.0,60639.06,0.0
HYDROmorph,1588.0,47.0,3540.35,91.5
NEPHRON FA,1539.0,47.0,810.4200000000001,0.0
XIAFLEX  C,39.431,46.0,176018.35,13437.68
Rowasa Ene,65520.0,46.0,59514.740000000005,4134.54
TOTAL B/C,1136.0,46.0,305.91,76.65
COLY-MYCIN,470.0,46.0,10562.58,186.22
ACULAR .5%,275.0,46.0,13396.53,6.5
NASAL MOIS,2156.0,46.0,45.25,0.0
CLARINEX 5,1710.0,46.0,11750.310000000001,105.26
INGREZZA I,1290.0,46.0,293509.41000000003,32.2
FLOMAX 0.4,2301.0,46.0,17149.85,185.71
RAPAMUNE 2,1912.0,46.0,88910.95000000001,18271.23
DACTINOMYC,122.0,46.0,170104.69,0.0
PRIMACARE,1454.0,46.0,7272.71,0.0
HYQVIA 2.5,6025.0,46.0,80704.78,20558.61
Eovist,532.0,46.0,1419.4099999999999,2001.0
LENVIMA 18,444.0,46.0,872932.28,19.65
HUMATE-P 1,173609.0,46.0,177436.1,4339.02
KALYDECO O,2800.0,46.0,1195712.43,0.0
SEBEX,5665.0,46.0,159.19,0.0
CLINIMIX E,754000.0,46.0,33646.9,6.93
MYLANTEX D,26650.0,46.0,127.98,0.0
PITOCIN,77.0,46.0,29.12,0.0
FAZACLO (C,1759.0,46.0,7495.299999999999,3.0
VANIQA CRE,2070.0,46.0,7255.81,0.0
BANDAGES,1182.0,46.0,131.12,0.0
MEGA MULTI,1500.0,45.0,134.49,0.0
Stivarga,3185.0,45.0,672018.45,0.0
Mephyton 5,589.0,45.0,33263.25,6.0
PREMIER CY,2571.388,45.0,22088.75,312.68
CYCLOGYL 0,675.0,45.0,3461.64,25.08
MILI ?Norg,1932.0,45.0,541.08,0.0
TARON FORT,1214.0,45.0,804.8,15.98
TRAZADONE,58.0,45.0,115.46,0.0
PEXEVA  PA,1410.0,45.0,17931.01,3.0
Quinine Su,2079.0,45.0,3614.75,406.8
AZACTAM,222.3,45.0,7708.33,160.71
EMSAM,1344.0,45.0,76180.7,0.0
ZYLET EYE,230.0,45.0,11591.46,361.29
SURGILUBE,7623.321,45.0,294.08,0.0
INBRIJA (l,5280.0,45.0,85745.06,0.0
CAYA CONTO,47.0,45.0,3557.12,0.0
REMERON 15,1400.0,45.0,6313.88,343.96000000000004
TORISEL 25,32.6,45.0,28017.97,17952.89
KEVEYIS 50,3825.0,45.0,809748.28,5.0
SUPRAX,1392.0,45.0,25894.43,1050.43
Mefenamic,1033.0,45.0,3457.73,4.0
CHOLBAM,2550.0,45.0,2147996.55,0.0
BENEFIX,148627.0,45.0,361727.33,135600.41
SIMPESSE �,4186.0,45.0,2976.8,26.88
NOREE0.180,2066.1620000000003,45.0,734.33,0.0
ALLERGY AN,921.0,45.0,394.31,0.0
ATOVAQU OS,12450.0,45.0,31036.449999999997,0.0
HM NASAL D,1404.0,45.0,232.93,7.15
8 HOUR ART,6724.0,45.0,690.11,0.0
THALOMID 1,1652.0,45.0,432279.47,25.55
WELCHOL 3.,1410.0,45.0,27792.210000000003,641.58
OXYCOD/APA,79.0,45.0,74.09,0.0
APTIVUS 25,5324.0,45.0,74701.73999999999,28.0
DIGOX 250,1446.0,45.0,720.48,40.15
NOXAFIL PO,10505.0,45.0,136724.46,8409.59
VIREAD ORA,4920.0,45.0,55037.159999999996,0.0
NON-STAINI,1515.0,44.0,107.53999999999999,0.0
ZENZEDI 7.,1750.0,44.0,12457.76,6.0
ATIVAN 2MG,3522.0,44.0,145274.55,22297.7
GNP ANTI-D,1016.0,44.0,199.57,0.0
MYOBLOC 10,111.99000000000001,44.0,49853.39,16465.39
XATMEP  ME,1871.0,44.0,31471.77,0.0
INCASSIA,1792.0,44.0,383.58,0.0
LIORESAL,1485.0,44.0,49291.33,0.0
RYDAPT SOF,5516.0,44.0,882865.0700000001,3.0
BISA-LAX,1756.0,44.0,26.21,0.0
TOTAL B WI,2086.0,44.0,72.56,6.9
ZOLINZA 10,2493.0,44.0,351220.07,6.0
MAGNEBIND,2827.0,44.0,849.11,4.0
TRELSTAR 3,50.0,44.0,28781.57,1504.77
AFREZZA 18,10620.0,44.0,99615.3,0.0
CAZIANT 28,1355.47,44.0,1214.28,0.0
"OMEGA-3 1,",1980.0,44.0,65.92,67.8
ZOMETA VL,4058.0,44.0,3429.9700000000003,32.17
PAPAVERINE,114.0,44.0,9549.189999999999,226.47
NALOXONE S,136.5,44.0,1577.54,0.0
PROLEUKIN,169.0,44.0,749969.4500000001,30894.57
CALCI-CHEW,1738.0,44.0,477.06,58.4
PREGNYL 10,61.5,44.0,4889.66,6.0
BELVIQ,2520.0,44.0,9943.76,0.0
Cyclophosp,57.4,44.0,25013.93,766.84
AMICAR ORA,16915.068,44.0,194926.73,7926.18
NIACIN 100,2238.0,44.0,213.6,17.0
CHILD'S AL,2468.0,44.0,462.97,14.6
ZYLET,235.0,44.0,11504.31,289.22
SAMSCA 30M,1483.0,44.0,714485.66,20.55
MAXITROL E,245.0,43.0,3178.56,163.5
TAZTIA XT,1020.0,43.0,627.0,3.0
VALCHLOR 0,4920.0,43.0,356455.27,22.8
Dapsone 25,2000.0,43.0,2221.07,48.5
PARAGARD I,43.0,43.0,34994.32,691.27
LIBTAYO IN,273.28,43.0,368608.07,39425.31
Prenate Ch,1350.0,43.0,11046.69,0.0
FLORIVA 0.,1620.0,43.0,7427.860000000001,141.79
TROGARZO,305.9,43.0,265230.82,0.0
Antiseptic,15620.0,43.0,473.32,30.69
ZIRGAN  GA,215.0,43.0,13950.46,1332.53
IRON,1563.0,43.0,161.6,0.0
BEKYREE,1428.0,43.0,823.89,0.0
FENTANYL 6,408.0,43.0,23353.03,87.13
IDELVION 3,665873.0,43.0,2641871.05,210515.07
TRELSTAR,41.666,43.0,60530.29,0.0
ANTARA 90M,1410.0,43.0,22799.46,628.73
IROSPAN 24,1380.0,43.0,7044.64,105.71
FOLTRATE,1287.0,43.0,862.34,0.0
RELENZA DI,860.0,43.0,2378.57,0.0
FOLITAB 50,1390.0,43.0,720.3199999999999,21.9
T-PLUS DAN,10775.0,43.0,378.04999999999995,1.0
ALPHANINE,1061237.0,42.0,844648.19,295299.83999999997
CALAMINE S,7443.0,42.0,126.85,0.0
CYSTAGON 5,12360.0,42.0,3406.3599999999997,442.18
THERA-DERM,12272.0,42.0,242.96,29.2
PALYNZIQ 1,407.0,42.0,411974.98,30.65
EX-LAX CHO,2107.0,42.0,546.59,0.0
GAVISCON 8,5450.0,42.0,387.69,0.0
PANOXYL AC,6957.0,42.0,277.71,0.0
Aspirin 81,1380.0,42.0,60.08,1.86
SM ARTHRIC,3597.7470000000003,42.0,348.95,6.0
DICLOFEN S,5500.0,42.0,1868.43,0.0
Primlev (O,4208.0,42.0,74985.86,0.0
ROBAFEN-AC,6585.0,42.0,274.93,4.87
FOLOTYN 40,67.0,42.0,184011.43,0.0
FLUOCINNON,2520.0,42.0,2757.96,0.0
OB Complet,1424.0,42.0,8135.76,538.36
DIAPER RAS,4746.0,42.0,529.2,0.0
TOPCARE BA,1221.4,42.0,92.61,2.11
TYDEMY TAB,1680.0,42.0,6334.56,0.0
PNV - Sele,1320.0,42.0,2277.32,326.72
